utc,last_modified,preset,n,dist,dist2,mode,bright,px,pxlo,edge,blob,blob2,bw,bh,fill,dom,dom2,cx,cy,bpk,bsat,bact,nblobs,blocks,vetoed,veto30,hit,bytes
2026-09-19 23:55:50,"Sat, 19 Sep 2026 23:55:46 GMT",30,2598,0.2,11.1,night,44.3,13,117,7.88,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,86796
2026-09-19 23:56:13,"Sat, 19 Sep 2026 23:56:02 GMT",3,2636,0.4,8.4,night,58.4,12,55,6.34,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,69835
2026-09-19 23:56:48,"Sat, 19 Sep 2026 23:56:46 GMT",4,2677,0.5,10.8,night,66.1,277,2056,8.77,5,1,4,2,0.62,0.83,1.0,0.371,0.978,201,0.0,0.338,2,6,2,5,0,79467
2026-09-19 23:57:11,"Sat, 19 Sep 2026 23:57:02 GMT",4,2678,0.4,10.7,night,66.3,189,1403,8.8,2,1,1,2,1.0,0.67,0.0,0.375,0.972,182,0.0,0.51,2,3,2,5,0,79405
2026-09-19 23:57:57,"Sat, 19 Sep 2026 23:57:46 GMT",31,2224,0.2,8.9,night,38.9,145,849,7.37,3,1,3,2,0.5,0.5,1.0,0.458,0.395,67,0.0,0.344,4,6,0,4,0,84529
2026-09-19 23:58:09,"Sat, 19 Sep 2026 23:58:04 GMT",31,2225,0.2,8.9,night,38.9,92,658,7.36,1,1,1,1,1.0,0.5,0.0,0.198,0.278,84,0.0,0.381,2,2,0,1,0,84670
2026-09-19 23:58:55,"Sat, 19 Sep 2026 23:58:46 GMT",2,2731,0.3,12.1,night,36.8,36,180,5.7,1,0,1,1,1.0,1.0,0.0,0.062,0.722,172,0.0,0.576,1,1,0,1,0,64915
2026-09-19 23:59:18,"Sat, 19 Sep 2026 23:59:05 GMT",30,2599,0.2,11.1,night,44.4,51,157,7.87,3,0,3,1,1.0,1.0,1.0,0.271,0.537,102,0.0,0.108,1,3,0,0,0,86821
2026-09-19 23:59:53,"Sat, 19 Sep 2026 23:59:45 GMT",3,2637,0.2,8.3,night,59.0,10,77,6.32,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,69712
2026-09-20 00:00:16,"Sun, 20 Sep 2026 00:00:00 GMT",3,2638,0.2,8.2,night,59.0,34,224,6.3,1,0,1,1,1.0,1.0,0.0,0.51,0.722,156,0.0,0.167,1,1,0,0,0,69445
2026-09-20 00:00:50,"Sun, 20 Sep 2026 00:00:46 GMT",4,2679,0.5,10.8,night,65.6,645,2972,8.7,4,2,3,2,0.67,0.19,1.0,0.367,0.977,204,0.0,0.453,11,21,0,4,0,78233
2026-09-20 00:01:02,"Sun, 20 Sep 2026 00:01:01 GMT",4,2680,0.3,10.8,night,65.6,301,1748,8.75,4,3,3,3,0.44,0.4,0.57,0.438,0.968,226,0.0,0.126,5,10,3,6,0,78605
2026-09-20 00:01:14,"Sun, 20 Sep 2026 00:01:01 GMT",4,2681,0.2,10.8,night,65.6,139,976,8.75,4,1,3,3,0.44,0.8,1.0,0.438,0.968,226,0.0,0.179,2,5,3,3,0,78605
2026-09-20 00:02:00,"Sun, 20 Sep 2026 00:01:46 GMT",31,2226,0.2,8.8,night,38.8,230,1220,7.33,4,2,3,2,0.67,0.57,1.0,0.185,0.287,90,0.0,0.179,3,7,0,2,0,83966
2026-09-20 00:02:11,"Sun, 20 Sep 2026 00:02:02 GMT",2,2732,0.3,12.1,night,36.8,142,359,5.68,4,1,4,1,1.0,0.57,1.0,0.214,0.759,84,0.0,0.361,4,7,1,4,0,64893
2026-09-20 00:02:58,"Sun, 20 Sep 2026 00:02:46 GMT",30,2600,0.3,11.2,night,44.6,3,67,7.9,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,86828
2026-09-20 00:03:09,"Sun, 20 Sep 2026 00:03:01 GMT",30,2601,0.2,11.1,night,44.5,16,148,7.87,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,86687
2026-09-20 00:04:08,"Sun, 20 Sep 2026 00:04:02 GMT",3,2639,0.2,8.2,night,58.9,7,66,6.3,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,69327
2026-09-20 00:04:54,"Sun, 20 Sep 2026 00:04:46 GMT",4,2682,0.4,10.7,night,65.8,637,2808,8.75,5,3,3,3,0.56,0.24,0.36,0.221,0.719,215,0.0,0.155,8,21,2,4,0,78947
2026-09-20 00:05:06,"Sun, 20 Sep 2026 00:05:02 GMT",31,2227,0.4,8.8,night,37.9,168,698,7.1,2,2,2,1,1.0,0.25,0.0,0.464,0.389,25,0.0,0.435,6,8,0,5,0,81400
2026-09-20 00:06:03,"Sun, 20 Sep 2026 00:05:46 GMT",2,2733,0.3,12.1,night,36.7,71,266,5.59,1,1,1,1,1.0,0.33,0.0,0.052,0.722,161,0.0,0.196,3,3,1,2,0,63723
2026-09-20 00:06:15,"Sun, 20 Sep 2026 00:06:02 GMT",2,2734,0.2,12.1,night,36.7,46,229,5.66,1,1,1,1,1.0,0.5,0.0,0.052,0.722,159,0.0,0.244,2,2,1,1,0,64798
2026-09-20 00:06:50,"Sun, 20 Sep 2026 00:06:46 GMT",30,2602,0.2,11.1,night,44.5,5,53,7.88,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,86907
2026-09-20 00:07:13,"Sun, 20 Sep 2026 00:07:01 GMT",30,2603,0.2,11.1,night,44.5,17,95,7.87,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,86865
