utc,sast,cam,mode,preset,source,logged_blob,md_animal_conf,keep,keep_conf,prediction_common,prediction_class,prediction_score,n_detections,md_bw_blocks,md_bh_blocks,md_cx,md_cy,model_version,path
2026-09-05 04:09:05,2026-09-05 06:09:05,talamati,day,4,hits,104,0.1454,0,0.3,blank,,0.9996,4,1.4,0.8,0.436,0.463,4.0.3a,hits/talamati/20260905/040905_p4_blob104.jpg
2026-09-05 04:10:06,2026-09-05 06:10:06,talamati,day,98,hits,71,0.0131,0,0.3,blank,,0.9987,1,1.7,1.9,0.284,0.313,4.0.3a,hits/talamati/20260905/041006_p98_blob71.jpg
2026-09-05 04:13:54,2026-09-05 06:13:54,talamati,day,4,hits,62,0.1143,0,0.3,blank,,0.9998,4,2.0,1.0,0.403,0.721,4.0.3a,hits/talamati/20260905/041354_p4_blob62.jpg
2026-09-05 04:14:06,2026-09-05 06:14:06,talamati,day,4,hits,61,0.0725,0,0.3,blank,,1.0,5,1.2,0.8,0.355,0.662,4.0.3a,hits/talamati/20260905/041406_p4_blob61.jpg
2026-09-05 04:15:07,2026-09-05 06:15:07,talamati,day,98,hits,67,0.0315,0,0.3,blank,,0.9986,3,1.5,2.1,0.284,0.312,4.0.3a,hits/talamati/20260905/041507_p98_blob67.jpg
2026-09-05 04:32:51,2026-09-05 06:32:51,talamati,day,4,hits,89,0.0358,0,0.3,blank,,0.9987,4,1.5,0.8,0.436,0.462,4.0.3a,hits/talamati/20260905/043251_p4_blob89.jpg
2026-09-05 04:34:06,2026-09-05 06:34:06,talamati,day,98,hits,65,0.0173,0,0.3,blank,,0.9994,1,1.4,1.8,0.284,0.311,4.0.3a,hits/talamati/20260905/043406_p98_blob65.jpg
2026-09-05 04:39:15,2026-09-05 06:39:15,talamati,day,98,hits,75,0.0418,0,0.3,blank,,0.9991,2,2.4,1.7,0.542,0.627,4.0.3a,hits/talamati/20260905/043915_p98_blob75.jpg
2026-09-05 04:59:12,2026-09-05 06:59:12,talamati,day,138,hits,67,0.4089,1,0.3,blank,,0.9931,6,1.0,1.9,0.683,0.518,4.0.3a,hits/talamati/20260905/045912_p138_blob67.jpg
2026-09-05 05:17:00,2026-09-05 07:17:00,talamati,day,212,hits,148,0.3625,1,0.3,blank,,0.9944,26,5.7,2.1,0.645,0.675,4.0.3a,hits/talamati/20260905/051700_p212_blob148.jpg
2026-09-05 05:41:08,2026-09-05 07:41:08,talamati,day,98,hits,88,0.403,1,0.3,blank,,0.9962,2,2.3,1.8,0.542,0.627,4.0.3a,hits/talamati/20260905/054108_p98_blob88.jpg
2026-09-05 05:56:13,2026-09-05 07:56:13,talamati,day,0,hits,104,0.3236,1,0.3,blank,,0.9988,12,1.5,1.3,0.099,0.282,4.0.3a,hits/talamati/20260905/055613_p0_blob104.jpg
2026-09-05 06:18:53,2026-09-05 08:18:53,talamati,day,210,hits,131,0.2592,0,0.3,blank,,0.999,19,5.2,2.5,0.481,0.672,4.0.3a,hits/talamati/20260905/061853_p210_blob131.jpg
2026-09-05 06:40:05,2026-09-05 08:40:05,talamati,day,18,hits,238,0.2301,0,0.3,no cv result,no cv result,0.9784,5,1.7,2.5,0.189,0.509,4.0.3a,hits/talamati/20260905/064005_p18_blob238.jpg
2026-09-05 06:56:11,2026-09-05 08:56:11,talamati,day,4,hits,91,0.0956,0,0.3,blank,,0.9999,6,2.1,1.0,0.404,0.721,4.0.3a,hits/talamati/20260905/065611_p4_blob91.jpg
2026-09-05 06:57:53,2026-09-05 08:57:53,talamati,day,141,hits,95,0.2328,0,0.3,blank,,0.9994,10,1.4,1.2,0.098,0.286,4.0.3a,hits/talamati/20260905/065753_p141_blob95.jpg
2026-09-05 06:58:06,2026-09-05 08:58:06,talamati,day,141,hits,113,0.2714,0,0.3,blank,,0.9997,14,1.4,1.2,0.098,0.287,4.0.3a,hits/talamati/20260905/065806_p141_blob113.jpg
2026-09-05 07:02:06,2026-09-05 09:02:06,talamati,day,98,hits,160,0.088,0,0.3,blank,,0.9997,5,3.3,1.0,0.309,0.588,4.0.3a,hits/talamati/20260905/070206_p98_blob160.jpg
2026-09-05 07:06:56,2026-09-05 09:06:56,talamati,day,98,hits,91,0.1138,0,0.3,blank,,0.9994,2,2.2,1.6,0.542,0.627,4.0.3a,hits/talamati/20260905/070656_p98_blob91.jpg
2026-09-05 07:09:58,2026-09-05 09:09:58,talamati,day,3,hits,233,0.0211,0,0.3,blank,,0.9998,1,1.7,3.9,0.557,0.517,4.0.3a,hits/talamati/20260905/070958_p3_blob233.jpg
2026-09-05 07:24:57,2026-09-05 09:24:57,talamati,day,4,hits,60,0.0174,0,0.3,blank,,0.9996,4,1.6,0.8,0.435,0.463,4.0.3a,hits/talamati/20260905/072457_p4_blob60.jpg
2026-09-05 07:49:05,2026-09-05 09:49:05,talamati,day,210,hits,188,0.6873,1,0.3,blank,,0.9926,12,5.5,2.5,0.481,0.674,4.0.3a,hits/talamati/20260905/074905_p210_blob188.jpg
2026-09-05 07:53:07,2026-09-05 09:53:07,talamati,day,109,hits,92,0.0375,0,0.3,blank,,0.9991,2,2.9,1.9,0.779,0.652,4.0.3a,hits/talamati/20260905/075307_p109_blob92.jpg
