utc,sast,cam,mode,preset,source,logged_blob,md_animal_conf,keep,keep_conf,prediction_common,prediction_class,prediction_score,n_detections,md_bw_blocks,md_bh_blocks,md_cx,md_cy,model_version,path
2026-09-21 00:07:59,2026-09-21 02:07:59,talamati,night,2999,frames,394,0.0358,0,0.15,blank,,0.8024,3,96.0,52.8,0.5,0.495,4.0.3a,frames/talamati/20260921/000759_p2999_blob0394_f0.21.jpg
2026-09-21 00:29:48,2026-09-21 02:29:48,talamati,night,3009,frames,224,0.0,0,0.15,blank,,0.939,3,94.3,53.6,0.5,0.498,4.0.3a,frames/talamati/20260921/002948_p3009_blob0224_f0.41.jpg
2026-09-21 00:53:51,2026-09-21 02:53:51,talamati,night,3013,frames,387,0.0,0,0.15,blank,,0.9438,2,79.4,53.5,0.586,0.497,4.0.3a,frames/talamati/20260921/005351_p3013_blob0387_f0.64.jpg
2026-09-21 00:54:15,2026-09-21 02:54:15,talamati,night,3013,hits,142,0.046,0,0.15,blank,,0.9874,2,95.8,53.6,0.499,0.498,4.0.3a,hits/talamati/20260921/005415_p3013_blob142.jpg
2026-09-21 01:13:06,2026-09-21 03:13:06,talamati,night,3021,frames,232,0.0133,0,0.15,blank,,0.7938,1,40.0,32.7,0.384,0.302,4.0.3a,frames/talamati/20260921/011306_p3021_blob0232_f0.40.jpg
2026-09-21 01:27:51,2026-09-21 03:27:51,talamati,night,3026,frames,223,0.0,0,0.15,blank,,0.7149,2,83.9,53.4,0.563,0.498,4.0.3a,frames/talamati/20260921/012751_p3026_blob0223_f0.28.jpg
2026-09-21 01:40:13,2026-09-21 03:40:13,talamati,night,3028,frames,271,0.0611,0,0.15,blank,,0.7978,5,95.9,52.1,0.499,0.482,4.0.3a,frames/talamati/20260921/014013_p3028_blob0271_f0.29.jpg
2026-09-21 02:03:10,2026-09-21 04:03:10,talamati,night,2929,frames,239,0.0193,0,0.15,blank,,0.9912,1,63.5,53.9,0.666,0.499,4.0.3a,frames/talamati/20260921/020310_p2929_blob0239_f0.57.jpg
2026-09-21 02:17:55,2026-09-21 04:17:55,talamati,night,2929,frames,183,0.0131,0,0.15,blank,,0.9794,1,63.9,53.8,0.662,0.498,4.0.3a,frames/talamati/20260921/021755_p2929_blob0183_f0.59.jpg
2026-09-21 02:42:38,2026-09-21 04:42:38,talamati,night,2929,frames,57,0.0,0,0.15,blank,,0.9727,0,,,,,4.0.3a,frames/talamati/20260921/024238_p2929_blob0057_f0.67.jpg
